timestamp,open,high,low,close,volume
2023-01-03 05:00:00,118.47,118.8,104.64,108.1,231402818.0
2023-01-04 05:00:00,109.11,114.59,107.52,113.64,180358575.0
2023-01-05 05:00:00,110.51,111.75,107.1601,110.34,157927424.0
2023-01-06 05:00:00,103.0,114.39,101.81,113.06,220874051.0
2023-01-09 05:00:00,118.96,123.52,117.11,119.77,190283951.0
2023-01-10 05:00:00,121.07,122.76,114.92,118.85,167603486.0
2023-01-11 05:00:00,122.09,125.95,120.51,123.22,183810771.0
2023-01-12 05:00:00,122.56,124.1311,117.0,123.56,169400913.0
2023-01-13 05:00:00,116.55,122.63,115.6,122.4,180714119.0
2023-01-17 05:00:00,125.695,131.7,125.02,131.49,186476985.0
2023-01-18 05:00:00,136.555,136.68,127.01,128.78,195526818.0
2023-01-19 05:00:00,127.26,129.99,124.3082,127.17,170287880.0
2023-01-20 05:00:00,128.68,133.51,127.3466,133.42,138858136.0
2023-01-23 05:00:00,135.87,145.3793,134.27,143.75,202107061.0
2023-01-24 05:00:00,143.0,146.5,141.1,143.89,158669331.0
2023-01-25 05:00:00,141.905,146.41,138.07,144.43,192731847.0
2023-01-26 05:00:00,159.965,161.42,154.76,160.27,234708790.0
2023-01-27 05:00:00,162.43,180.68,161.17,177.9,306542013.0
2023-01-30 05:00:00,178.05,179.77,166.5,166.66,230862447.0
2023-01-31 05:00:00,164.57,174.3,162.78,173.22,196729941.0
2023-02-01 05:00:00,173.89,183.805,169.93,181.41,213761623.0
2023-02-02 05:00:00,187.325,196.7501,182.61,188.27,217448287.0
2023-02-03 05:00:00,183.95,199.0,183.69,189.98,232595013.0
2023-02-06 05:00:00,193.01,198.17,189.92,194.76,186180031.0
2023-02-07 05:00:00,196.43,197.5,189.55,196.81,185997767.0
2023-02-08 05:00:00,196.1,203.0,194.31,201.29,180612134.0
2023-02-09 05:00:00,207.775,214.0,204.77,207.32,215431442.0
2023-02-10 05:00:00,202.225,206.2,192.89,196.89,204754129.0
2023-02-13 05:00:00,194.415,196.3,187.61,194.64,172475452.0
2023-02-14 05:00:00,191.94,209.82,189.44,209.25,216334008.0
2023-02-15 05:00:00,211.755,214.66,206.11,214.24,182016181.0
2023-02-16 05:00:00,210.78,217.65,201.84,202.04,229558338.0
2023-02-17 05:00:00,199.985,208.44,197.5,208.31,213728549.0
2023-02-21 05:00:00,204.99,209.71,197.22,197.37,179997088.0
2023-02-22 05:00:00,197.93,201.99,191.78,200.86,191730657.0
2023-02-23 05:00:00,203.91,205.14,196.33,202.07,146359950.0
2023-02-24 05:00:00,196.325,197.6695,192.8,196.88,142221085.0
2023-02-27 05:00:00,202.03,209.42,201.26,207.63,161026215.0
2023-02-28 05:00:00,210.59,211.23,203.75,205.71,153140787.0
2023-03-01 05:00:00,206.21,207.2,198.52,202.77,156837790.0
2023-03-02 05:00:00,186.74,193.7499,186.01,190.9,181943904.0
2023-03-03 05:00:00,194.795,200.48,192.88,197.79,154150777.0
2023-03-06 05:00:00,198.54,198.6,192.3,193.81,128086106.0
2023-03-07 05:00:00,191.38,194.2,186.1,187.71,148125790.0
2023-03-08 05:00:00,185.04,186.5,180.0,182.0,151731963.0
2023-03-09 05:00:00,180.25,185.18,172.5124,172.92,170023794.0
2023-03-10 05:00:00,175.13,178.29,168.44,173.44,191488872.0
2023-03-13 04:00:00,167.455,177.35,163.91,174.48,167790256.0
2023-03-14 04:00:00,177.31,183.8,177.1401,183.26,143717897.0
2023-03-15 04:00:00,180.8,182.34,176.03,180.45,145973833.0
2023-03-16 04:00:00,180.365,185.81,178.84,184.13,121364253.0
2023-03-17 04:00:00,184.515,186.2199,177.33,180.13,132582140.0
2023-03-20 04:00:00,178.08,186.44,176.35,183.25,129284359.0
2023-03-21 04:00:00,188.28,198.0,188.04,197.58,153391444.0
2023-03-22 04:00:00,199.3,200.66,190.95,191.15,150370133.0
2023-03-23 04:00:00,195.26,199.31,188.65,192.22,144193876.0
2023-03-24 04:00:00,191.65,192.36,187.15,190.41,116511584.0
2023-03-27 04:00:00,194.415,197.39,189.94,191.81,120851587.0
2023-03-28 04:00:00,192.0,192.35,185.43,189.19,98654635.0
2023-03-29 04:00:00,193.13,195.29,189.44,193.88,123660026.0
2023-03-30 04:00:00,195.58,197.33,194.42,195.28,110247738.0
2023-03-31 04:00:00,197.53,207.79,197.2,207.46,170206718.0
2023-04-03 04:00:00,199.91,202.6897,192.2,194.77,169239000.0
2023-04-04 04:00:00,197.32,198.7446,190.32,192.58,126444045.0
2023-04-05 04:00:00,190.515,190.68,183.76,185.52,133882193.0
2023-04-06 04:00:00,183.08,186.39,179.74,185.06,123857932.0
2023-04-10 04:00:00,179.94,185.1,176.11,184.51,142054637.0
2023-04-11 04:00:00,186.69,189.19,185.6475,186.79,115770892.0
2023-04-12 04:00:00,190.74,191.5846,180.31,180.54,150256278.0
2023-04-13 04:00:00,182.955,186.5,180.94,185.9,112932985.0
2023-04-14 04:00:00,183.95,186.28,182.01,185.0,96408489.0
2023-04-17 04:00:00,186.32,189.69,182.69,187.04,116662189.0
2023-04-18 04:00:00,187.15,187.69,183.5775,184.31,92066996.0
2023-04-19 04:00:00,179.1,183.5,177.65,180.59,125727287.0
2023-04-20 04:00:00,166.165,169.7,160.56,162.99,210925047.0
2023-04-21 04:00:00,164.8,166.0,161.3208,165.08,123538954.0
2023-04-24 04:00:00,164.65,165.65,158.61,162.55,140006559.0
2023-04-25 04:00:00,159.82,163.47,158.75,160.67,121999312.0
2023-04-26 04:00:00,160.29,160.67,153.14,153.75,153364142.0
2023-04-27 04:00:00,152.64,160.48,152.37,160.19,127015177.0
2023-04-28 04:00:00,160.9,165.0,157.32,164.31,122515812.0
2023-05-01 04:00:00,163.17,163.28,158.83,161.83,109000248.0
2023-05-02 04:00:00,161.88,165.49,158.93,160.31,128259744.0
2023-05-03 04:00:00,160.01,165.0,159.91,160.61,119712912.0
2023-05-04 04:00:00,162.71,162.95,159.65,161.2,95108192.0
2023-05-05 04:00:00,163.97,170.7899,163.51,170.06,107575799.0
2023-05-08 04:00:00,173.72,173.8,169.19,171.79,112248249.0
2023-05-09 04:00:00,168.95,169.82,166.56,169.15,88859843.0
2023-05-10 04:00:00,172.55,174.43,166.68,168.54,119798843.0
2023-05-11 04:00:00,168.7,173.57,166.79,172.08,103871205.0
2023-05-12 04:00:00,176.07,177.38,167.23,167.98,157768815.0
2023-05-15 04:00:00,167.655,169.76,164.5499,166.35,105592510.0
2023-05-16 04:00:00,165.65,169.5184,164.35,166.52,98287142.0
2023-05-17 04:00:00,168.41,174.5,167.185,173.86,125439358.0
2023-05-18 04:00:00,174.22,177.06,172.45,176.89,109520332.0
2023-05-19 04:00:00,177.17,181.95,176.31,180.14,136190926.0
2023-05-22 04:00:00,180.7,189.32,180.11,188.87,132001430.0
2023-05-23 04:00:00,186.2,192.96,185.26,185.77,156952042.0
2023-05-24 04:00:00,182.23,184.22,178.22,182.9,137603831.0
2023-05-25 04:00:00,186.54,186.78,180.58,184.47,96870719.0
2023-05-26 04:00:00,184.62,198.6,184.53,193.17,162030446.0
2023-05-30 04:00:00,200.1,204.48,197.53,201.16,128811186.0
2023-05-31 04:00:00,199.78,203.95,195.12,203.93,150663736.0
2023-06-01 04:00:00,202.59,209.8,199.37,207.52,148029931.0
2023-06-02 04:00:00,210.15,217.25,209.752,213.97,164397946.0
2023-06-05 04:00:00,217.8,221.29,214.52,217.61,151111552.0
2023-06-06 04:00:00,216.14,221.91,212.53,221.31,146907576.0
2023-06-07 04:00:00,228.0,230.8296,223.2,224.57,185630591.0
2023-06-08 04:00:00,224.22,235.23,223.01,234.86,164477139.0
2023-06-09 04:00:00,249.07,252.42,242.02,244.4,200174671.0
2023-06-12 04:00:00,247.94,250.97,244.59,249.83,150739148.0
2023-06-13 04:00:00,253.51,259.68,251.34,258.71,162369003.0
2023-06-14 04:00:00,260.17,261.57,250.5,256.79,170543752.0
2023-06-15 04:00:00,248.4,258.95,247.29,255.9,160133746.0
2023-06-16 04:00:00,258.92,263.6,257.2091,260.54,167765649.0
2023-06-20 04:00:00,261.5,274.75,261.12,274.45,165599166.0
2023-06-21 04:00:00,275.13,276.99,257.78,259.46,211779399.0
2023-06-22 04:00:00,250.77,265.0,248.25,264.61,166575944.0
2023-06-23 04:00:00,259.29,262.45,252.8,256.6,177443153.0
2023-06-26 04:00:00,250.065,258.37,240.7,241.05,179982707.0
2023-06-27 04:00:00,243.24,250.3899,240.85,250.21,164969701.0
